symbol:TFSC, forms: 10-K
symbol:EVOK, forms: 10-K
symbol:ILED, forms: 10-K
symbol:EPM, forms: 10-K
symbol:EVOL, forms: 10-K
symbol:EWST, forms: 10-K
symbol:EWSI, forms: 10-K
symbol:EWLU, forms: 10-K
symbol:SSP, forms: 10-K
symbol:EXA, forms: 10-K
symbol:EXAC, forms: 10-K
symbol:EXAS, forms: 10-K
symbol:EXAM, forms: 10-K
symbol:EXAR, forms: 10-K
symbol:EXCC, forms: 10-K
symbol:EXSLD, forms: 10-K
symbol:EXL, forms: 10-K
symbol:XCO, forms: 10-K
symbol:XLS, forms: 10-K
symbol:EXEL, forms: 10-K
symbol:EXC, forms: 10-K
symbol:EXEO, forms: 10-K
symbol:EFLS, forms: 10-K
symbol:XNGR, forms: 10-K
symbol:XIDEQ, forms: 10-K
symbol:EXLS, forms: 10-K
symbol:EXBX, forms: 10-K
symbol:XONE, forms: 10-K
symbol:EXPE, forms: 10-K
symbol:EXPD, forms: 10-K
symbol:EXAD, forms: 10-K
symbol:EXPO, forms: 10-K
symbol:EXPI, forms: 10-K
symbol:EXPR, forms: 10-K
symbol:ESRX, forms: 10-K
symbol:STAY, forms: 10-K
symbol:EXH, forms: 10-K
symbol:EXLP, forms: 10-K
symbol:EXR, forms: 10-K
symbol:XTRM, forms: 10-K
symbol:EXTR, forms: 10-K
symbol:XOM, forms: 10-K
symbol:EYEG, forms: 10-K
symbol:EOMN, forms: 10-K
symbol:AXCG, forms: 10-K
symbol:EZPW, forms: 10-K
symbol:EZENQ, forms: 10-K
symbol:EZJR, forms: 10-K
symbol:EZTD, forms: 10-K
symbol:FFIV, forms: 10-K
symbol:FN, forms: 10-K
symbol:FABU, forms: 10-K
symbol:FB, forms: 10-K
symbol:FUEG, forms: 10-K
symbol:FCTOA, forms: 10-K
symbol:FTUSQ, forms: 10-K
symbol:FDS, forms: 10-K
symbol:FCS, forms: 10-K
symbol:FICO, forms: 10-K
symbol:FMTB, forms: 10-K
symbol:FRP, forms: 10-K
symbol:FWM, forms: 10-K
symbol:FCEN, forms: 10-K
symbol:FROT, forms: 10-K
symbol:FALC, forms: 10-K
symbol:FDO, forms: 10-K
symbol:DAVE, forms: 10-K
symbol:BRKSL, forms: 10-K
symbol:FEEC, forms: 10-K
symbol:FEWP, forms: 10-K
symbol:FARM, forms: 10-K
symbol:FFKT, forms: 10-K
symbol:FMBA, forms: 10-K
symbol:FMAO, forms: 10-K
symbol:FMNB, forms: 10-K
symbol:FPI, forms: 10-K
symbol:FLAF, forms: 10-K
symbol:FARO, forms: 10-K
symbol:FVSTA, forms: 10-K
symbol:FAST, forms: 10-K
symbol:FFFC, forms: 10-K
symbol:FATE, forms: 10-K
symbol:FBSS, forms: 10-K
symbol:FBCD, forms: 10-K
symbol:FBEC, forms: 10-K
symbol:FFG, forms: 10-K
symbol:FBRC, forms: 10-K
symbol:FCB, forms: 10-K
symbol:FCIC, forms: 10-K
symbol:AGM'A, forms: 10-K
symbol:FMCC, forms: 10-K
symbol:FEMOW, forms: 10-K
symbol:FDML, forms: 10-K
symbol:FNMA, forms: 10-K
symbol:FRT, forms: 10-K
symbol:FSS, forms: 10-K
symbol:FII, forms: 10-K
symbol:FNHC, forms: 10-K
symbol:FDX, forms: 10-K
symbol:FEIC, forms: 10-K
symbol:FCH, forms: 10-K
symbol:FHCO, forms: 10-K
symbol:ADRXF, forms: 10-K
symbol:FETM, forms: 10-K
symbol:FGP, forms: 10-K
symbol:FOE, forms: 10-K
symbol:FFDF, forms: 10-K
symbol:FCSC, forms: 10-K
symbol:FGEN, forms: 10-K
symbol:FDBC, forms: 10-K
symbol:FDLB, forms: 10-K
symbol:FGL, forms: 10-K
symbol:FNF, forms: 10-K
symbol:FIS, forms: 10-K
symbol:LION, forms: 10-K
symbol:FDUS, forms: 10-K
symbol:FPP, forms: 10-K
symbol:FRGI, forms: 10-K
symbol:DYER, forms: 10-K
symbol:FSAM, forms: 10-K
symbol:FSC, forms: 10-K
symbol:FSFR, forms: 10-K
symbol:FITB, forms: 10-K
symbol:FIGO, forms: 10-K
symbol:FLWD, forms: 10-K
symbol:FNGN, forms: 10-K
symbol:FISI, forms: 10-K
symbol:FIND, forms: 10-K
symbol:FNSR, forms: 10-K
symbol:FINL, forms: 10-K
symbol:FNJN, forms: 10-K
symbol:FTGI, forms: 10-K
symbol:FEYE, forms: 10-K
symbol:FRFS, forms: 10-K
symbol:FRCN, forms: 10-K
symbol:FRMA, forms: 10-K
symbol:FAC, forms: 10-K
symbol:FABK, forms: 10-K
symbol:FAF, forms: 10-K
symbol:FAMG, forms: 10-K
symbol:FASC, forms: 10-K
symbol:FASV, forms: 10-K
symbol:FSTJ, forms: 10-K
symbol:FSRX, forms: 10-K
symbol:FAHLF, forms: 10-K
symbol:FNLC, forms: 10-K
symbol:FBNC, forms: 10-K
symbol:FBP, forms: 10-K
symbol:FBSI, forms: 10-K
symbol:FBMS, forms: 10-K
symbol:FBFS, forms: 10-K
symbol:FBS.A, forms: 10-K
symbol:BUSE, forms: 10-K
symbol:FBIZ, forms: 10-K
symbol:FCVA, forms: 10-K
symbol:FCAP, forms: 10-K
symbol:FCFS, forms: 10-K
symbol:FCBS, forms: 10-K
symbol:FCPG, forms: 10-K
symbol:FCHS, forms: 10-K
symbol:FCZA, forms: 10-K
symbol:FBCNP, forms: 10-K
symbol:FCNCA, forms: 10-K
symbol:FIZN, forms: 10-K
symbol:FCLF, forms: 10-K
symbol:FCGD, forms: 10-K
symbol:FCF, forms: 10-K
symbol:FCBC, forms: 10-K
symbol:FCCO, forms: 10-K
symbol:FMFP, forms: 10-K
symbol:FBNK, forms: 10-K
symbol:FSTC, forms: 10-K
symbol:FDEF, forms: 10-K
symbol:FE, forms: 10-K
symbol:FFMH, forms: 10-K
symbol:FFNM, forms: 10-K
symbol:FFBC, forms: 10-K
symbol:FFIN, forms: 10-K
symbol:THFF, forms: 10-K
symbol:FFNW, forms: 10-K
symbol:FFWM, forms: 10-K
symbol:SVVC, forms: 10-K
symbol:FHRT, forms: 10-K
symbol:FHN, forms: 10-K
symbol:FR, forms: 10-K
symbol:INBK, forms: 10-K
symbol:FIBK, forms: 10-K
symbol:FINW, forms: 10-K
symbol:FKYS, forms: 10-K
symbol:FLPC, forms: 10-K
symbol:FMD, forms: 10-K
symbol:FRME, forms: 10-K
symbol:FMER, forms: 10-K
symbol:FMBH, forms: 10-K
symbol:FMBI, forms: 10-K
symbol:FMFN, forms: 10-K
symbol:FNCB, forms: 10-K
symbol:FXNC, forms: 10-K
symbol:FNEC, forms: 10-K
symbol:FNBC, forms: 10-K
symbol:FNFG, forms: 10-K
symbol:FNRN, forms: 10-K
symbol:FLIC, forms: 10-K
symbol:FOTB, forms: 10-K
symbol:FPCG, forms: 10-K
symbol:FPO, forms: 10-K
symbol:FPBK, forms: 10-K
symbol:FREVS, forms: 10-K
symbol:FSRL, forms: 10-K
symbol:FRFC, forms: 10-K
symbol:FSFG, forms: 10-K
symbol:FSGI, forms: 10-K
symbol:FTSB, forms: 10-K
symbol:FSLR, forms: 10-K
symbol:FSBS, forms: 10-K
symbol:FSBK, forms: 10-K
symbol:FSTF, forms: 10-K
symbol:FUNC, forms: 10-K
symbol:FWV, forms: 10-K
symbol:FXER, forms: 10-K
symbol:FISV, forms: 10-K
symbol:FTLF, forms: 10-K
symbol:FIVN, forms: 10-K
symbol:FIVE, forms: 10-K
symbol:OAKS, forms: 10-K
symbol:FPRX, forms: 10-K
symbol:FVE, forms: 10-K
symbol:FBC, forms: 10-K
symbol:FLRE, forms: 10-K
symbol:BDL, forms: 10-K
symbol:FWLAF, forms: 10-K
symbol:FLT, forms: 10-K
symbol:FLTX, forms: 10-K
symbol:FSI, forms: 10-K
symbol:FLXI, forms: 10-K
symbol:FLXN, forms: 10-K
symbol:FLKS, forms: 10-K
symbol:FLXT, forms: 10-K
symbol:FPAY, forms: 10-K
symbol:FLXS, forms: 10-K
symbol:FLEX, forms: 10-K
symbol:FLKM, forms: 10-K
symbol:FLIR, forms: 10-K
symbol:FTK, forms: 10-K
symbol:FLO, forms: 10-K
symbol:FLS, forms: 10-K
symbol:FLDM, forms: 10-K
symbol:FLR, forms: 10-K
symbol:FPMI, forms: 10-K
symbol:FLUG, forms: 10-K
symbol:FFIC, forms: 10-K
symbol:FLUX, forms: 10-K
symbol:FEPU, forms: 10-K
symbol:FMBM, forms: 10-K
symbol:FMC, forms: 10-K
symbol:FTI, forms: 10-K
symbol:FMSA, forms: 10-K
symbol:FNBG, forms: 10-K
symbol:FNB, forms: 10-K
symbol:FNHM, forms: 10-K
symbol:FDTC, forms: 10-K
symbol:FGLD, forms: 10-K
symbol:FCUV, forms: 10-K
symbol:FCCG, forms: 10-K
symbol:FNAM, forms: 10-K
symbol:FONR, forms: 10-K
symbol:FONU, forms: 10-K
symbol:FDFT, forms: 10-K
symbol:FL, forms: 10-K
symbol:FES, forms: 10-K
symbol:FNRG, forms: 10-K
symbol:FPVD, forms: 10-K
symbol:F, forms: 10-K
symbol:FRXX, forms: 10-K
symbol:FFHN, forms: 10-K
symbol:FELP, forms: 10-K
symbol:FOR, forms: 10-K
symbol:FCE'A, forms: 10-K
symbol:FVRG, forms: 10-K
symbol:FRMC, forms: 10-K
symbol:FORM, forms: 10-K
symbol:FLIB, forms: 10-K
symbol:FORR, forms: 10-K
symbol:FRF, forms: 10-K
symbol:FTNT, forms: 10-K
symbol:FRTN, forms: 10-K
symbol:FIG, forms: 10-K
symbol:FBHS, forms: 10-K
symbol:FDVF, forms: 10-K
symbol:FET, forms: 10-K
symbol:FWRD, forms: 10-K
symbol:FORD, forms: 10-K
symbol:FOSL, forms: 10-K
symbol:FSTR, forms: 10-K
symbol:FDNH, forms: 10-K
symbol:FMI, forms: 10-K
symbol:FHAI, forms: 10-K
symbol:FOFN, forms: 10-K
symbol:FXCB, forms: 10-K
symbol:FOXF, forms: 10-K
symbol:FRAN, forms: 10-K
symbol:FNHI, forms: 10-K
symbol:FC, forms: 10-K
symbol:FCRM, forms: 10-K
symbol:FELE, forms: 10-K
symbol:FSB, forms: 10-K
symbol:FRAF, forms: 10-K
symbol:BEN, forms: 10-K
symbol:FSP, forms: 10-K
symbol:FKWL, forms: 10-K
symbol:FI, forms: 10-K
symbol:FRTR, forms: 10-K
symbol:FRWL, forms: 10-K
symbol:FCBI, forms: 10-K
symbol:FRED, forms: 10-K
symbol:FRLF, forms: 10-K
symbol:FPET, forms: 10-K
symbol:FFLO, forms: 10-K
symbol:FCX, forms: 10-K
symbol:FSL, forms: 10-K
symbol:FSNR, forms: 10-K
symbol:FRZT, forms: 10-K
symbol:RAIL, forms: 10-K
symbol:FEIM, forms: 10-K
symbol:FDP, forms: 10-K
symbol:FRHV, forms: 10-K
symbol:VEND, forms: 10-K
symbol:TFM, forms: 10-K
symbol:FRPT, forms: 10-K
symbol:FPFI, forms: 10-K
symbol:FRD, forms: 10-K
symbol:FEGR, forms: 10-K
symbol:FRS, forms: 10-K
symbol:FTR, forms: 10-K
symbol:FOSI, forms: 10-K
symbol:FRPH, forms: 10-K
symbol:FSBW, forms: 10-K
symbol:FSBC, forms: 10-K
symbol:FSIC, forms: 10-K
symbol:FTD, forms: 10-K
symbol:FCN, forms: 10-K
symbol:FUGI, forms: 10-K
symbol:FCEL, forms: 10-K
symbol:FDOC, forms: 10-K
symbol:IFUE, forms: 10-K
symbol:FLSTD, forms: 10-K
symbol:FSYS, forms: 10-K
symbol:FTEK, forms: 10-K
symbol:KWIT, forms: 10-K
symbol:FULL, forms: 10-K
symbol:FLCR, forms: 10-K
symbol:FUL, forms: 10-K
symbol:FLL, forms: 10-K
symbol:FMBV, forms: 10-K
symbol:FULO, forms: 10-K
symbol:FULT, forms: 10-K
symbol:FCPS, forms: 10-K
symbol:FNDM, forms: 10-K
symbol:FRM, forms: 10-K
symbol:FZMD, forms: 10-K
symbol:DROP, forms: 10-K
symbol:ZPNP, forms: 10-K
symbol:FSNN, forms: 10-K
symbol:VITK, forms: 10-K
symbol:FF, forms: 10-K
symbol:FUTU, forms: 10-K
symbol:FWDG, forms: 10-K
symbol:CLWA, forms: 10-K
symbol:FXCM, forms: 10-K
symbol:FXEN, forms: 10-K
symbol:GAIA, forms: 10-K
symbol:GCAP, forms: 10-K
symbol:GANS, forms: 10-K
symbol:GLAG, forms: 10-K
symbol:GLXZ, forms: 10-K
symbol:GALT, forms: 10-K
symbol:GALE, forms: 10-K
symbol:GLFH, forms: 10-K
symbol:AJG, forms: 10-K
symbol:GMEI, forms: 10-K
symbol:GBL, forms: 10-K
symbol:GPLH, forms: 10-K
symbol:GPLA, forms: 10-K
symbol:GME, forms: 10-K
symbol:GLPI, forms: 10-K
symbol:GPIC, forms: 10-K
symbol:GAMZ, forms: 10-K
symbol:GCI, forms: 10-K
symbol:GPS, forms: 10-K
symbol:GARB, forms: 10-K
symbol:GNTM, forms: 10-K
symbol:GRMN, forms: 10-K
symbol:GGAC, forms: 10-K
symbol:GARS, forms: 10-K
symbol:IT, forms: 10-K
symbol:GASEE, forms: 10-K
symbol:EGAS, forms: 10-K
symbol:GST.A, forms: 10-K
symbol:GST, forms: 10-K
symbol:GMT, forms: 10-K
symbol:GAWK, forms: 10-K
symbol:GBHD, forms: 10-K
symbol:GBSX, forms: 10-K
symbol:GCHT, forms: 10-K
symbol:GKNT, forms: 10-K
symbol:GOCH, forms: 10-K
symbol:GEER, forms: 10-K
symbol:GEIGE, forms: 10-K
symbol:GLTC, forms: 10-K
symbol:GENC, forms: 10-K
symbol:GY, forms: 10-K
symbol:GNKWF, forms: 10-K
symbol:GNLKQ, forms: 10-K
symbol:GNRC, forms: 10-K
symbol:GELT, forms: 10-K
symbol:GNAUQ, forms: 10-K
symbol:BGC, forms: 10-K
symbol:GNMP, forms: 10-K
symbol:GNCMA, forms: 10-K
symbol:GNRD, forms: 10-K
symbol:GD, forms: 10-K
symbol:GEB, forms: 10-K
symbol:GE, forms: 10-K
symbol:JOB, forms: 10-K
symbol:GEVI, forms: 10-K
symbol:GFN, forms: 10-K
symbol:GGP, forms: 10-K
symbol:GKIN, forms: 10-K
symbol:GIS, forms: 10-K
symbol:GMO, forms: 10-K
symbol:GM, forms: 10-K
symbol:GSI, forms: 10-K
symbol:GNZR, forms: 10-K
symbol:GNBT, forms: 10-K
symbol:GCO, forms: 10-K
symbol:GWR, forms: 10-K
symbol:GEGI, forms: 10-K
symbol:GEL, forms: 10-K
symbol:GFNL, forms: 10-K
symbol:GEN, forms: 10-K
symbol:GTHR, forms: 10-K
symbol:GNE, forms: 10-K
symbol:GTOPQ, forms: 10-K
symbol:GNUS, forms: 10-K
symbol:GNPR, forms: 10-K
symbol:GNMK, forms: 10-K
symbol:GENM, forms: 10-K
symbol:GNCA, forms: 10-K
symbol:GHDX, forms: 10-K
symbol:G, forms: 10-K
symbol:GNSZ, forms: 10-K
symbol:GNTX, forms: 10-K
symbol:THRM, forms: 10-K
symbol:GTIV, forms: 10-K
symbol:GFOO, forms: 10-K
symbol:GPC, forms: 10-K
symbol:GENSF, forms: 10-K
symbol:GNVC, forms: 10-K
symbol:GNW, forms: 10-K
symbol:GBOE, forms: 10-K
symbol:GGLR, forms: 10-K
symbol:GEO, forms: 10-K
symbol:GJST, forms: 10-K
symbol:GMET, forms: 10-K
symbol:GEOR, forms: 10-K
symbol:GCNG, forms: 10-K
symbol:GPLS, forms: 10-K
symbol:GTWN, forms: 10-K
symbol:GTCP, forms: 10-K
symbol:GABA, forms: 10-K
symbol:GPE.A, forms: 10-K
symbol:GEOS, forms: 10-K
symbol:GTRQ, forms: 10-K
symbol:GOVX, forms: 10-K
symbol:GVCM, forms: 10-K
symbol:GEPC, forms: 10-K
symbol:GABC, forms: 10-K
symbol:GERN, forms: 10-K
symbol:GFGU, forms: 10-K
symbol:GTY, forms: 10-K
symbol:GEVO, forms: 10-K
symbol:GFIG, forms: 10-K
symbol:GFRP, forms: 10-K
symbol:GHST, forms: 10-K
symbol:GIAI, forms: 10-K
symbol:GMOS, forms: 10-K
symbol:ROCK, forms: 10-K
symbol:GIDYL, forms: 10-K
symbol:GIMO, forms: 10-K
symbol:GIGA, forms: 10-K
symbol:GIGL, forms: 10-K
symbol:GIG, forms: 10-K
symbol:GIII, forms: 10-K
symbol:GILD, forms: 10-K
symbol:GLLA, forms: 10-K
symbol:GK, forms: 10-K
symbol:GBCI, forms: 10-K
symbol:GWSV, forms: 10-K
symbol:GLAD, forms: 10-K
symbol:GOOD, forms: 10-K
symbol:GAIN, forms: 10-K
symbol:LAND, forms: 10-K
symbol:GLSOD, forms: 10-K
symbol:GLT, forms: 10-K
symbol:GLCH, forms: 10-K
symbol:GLBZ, forms: 10-K
symbol:GLRP, forms: 10-K
symbol:GRT.G, forms: 10-K
symbol:GAHC, forms: 10-K
symbol:GBAHQ, forms: 10-K
symbol:GAXCQ, forms: 10-K
symbol:BRSS, forms: 10-K
symbol:GCA, forms: 10-K
symbol:GCEH, forms: 10-K
symbol:GCNT, forms: 10-K
symbol:GDEF, forms: 10-K
symbol:GDSI, forms: 10-K
symbol:ENT, forms: 10-K
symbol:GLER, forms: 10-K
symbol:GLEC, forms: 10-K
symbol:GEYI, forms: 10-K
symbol:GLHO, forms: 10-K
symbol:GNTP, forms: 10-K
symbol:GEQU, forms: 10-K
symbol:GFTI, forms: 10-K
symbol:FTCY, forms: 10-K
symbol:GBGD, forms: 10-K
symbol:GOGC, forms: 10-K
symbol:GGRN, forms: 10-K
symbol:GBCS, forms: 10-K
symbol:GLHV, forms: 10-K
symbol:GOHG, forms: 10-K
symbol:GBLI, forms: 10-K
symbol:GBLS, forms: 10-K
symbol:GOBK, forms: 10-K
symbol:CEHC, forms: 10-K
symbol:GMRE, forms: 10-K
symbol:GMVI, forms: 10-K
symbol:GLMB, forms: 10-K
symbol:GLP, forms: 10-K
symbol:GPN, forms: 10-K
symbol:GPTX, forms: 10-K
symbol:GPHG, forms: 10-K
symbol:GLPW, forms: 10-K
symbol:GBEN, forms: 10-K
symbol:GSB, forms: 10-K
symbol:GLBD, forms: 10-K
symbol:GSAT, forms: 10-K
symbol:GVHIB, forms: 10-K
symbol:GBIM, forms: 10-K
symbol:GNTW, forms: 10-K
symbol:GSM, forms: 10-K
symbol:GBTO, forms: 10-K
symbol:GMED, forms: 10-K
symbol:GLRI, forms: 10-K
symbol:GWIN, forms: 10-K
symbol:GLOW, forms: 10-K
symbol:GLUC, forms: 10-K
symbol:GLUU, forms: 10-K
symbol:GLYC, forms: 10-K
symbol:GLYE, forms: 10-K
symbol:GMCI, forms: 10-K
symbol:GNBF, forms: 10-K
symbol:GNC, forms: 10-K
symbol:GEZC, forms: 10-K
symbol:GOFF, forms: 10-K
symbol:GOGO, forms: 10-K
symbol:GLDN, forms: 10-K
symbol:GDLM, forms: 10-K
symbol:MYNG, forms: 10-K
symbol:GDEE, forms: 10-K
symbol:GLDC, forms: 10-K
symbol:GNGT, forms: 10-K
symbol:GLDG, forms: 10-K
symbol:GGROU, forms: 10-K
symbol:AUMN, forms: 10-K
symbol:GPXM, forms: 10-K
symbol:GQMNF, forms: 10-K
symbol:GORV, forms: 10-K
symbol:GSPT, forms: 10-K
symbol:GLNS, forms: 10-K
symbol:GWYI, forms: 10-K
symbol:GV, forms: 10-K
symbol:GDFI, forms: 10-K
symbol:GGSM, forms: 10-K
symbol:GULD, forms: 10-K
symbol:GHML, forms: 10-K
symbol:GHDC, forms: 10-K
symbol:GS, forms: 10-K
symbol:GORO, forms: 10-K
symbol:GRMC, forms: 10-K
symbol:GSDC, forms: 10-K
symbol:GDSR, forms: 10-K
symbol:GTOR, forms: 10-K
symbol:GOLU, forms: 10-K
symbol:GFMH, forms: 10-K
symbol:GBDC, forms: 10-K
symbol:GDP, forms: 10-K
symbol:GTIM, forms: 10-K
symbol:GT, forms: 10-K
symbol:GOOGL, forms: 10-K
symbol:GOPG, forms: 10-K
symbol:GOPH, forms: 10-K
symbol:GPRO, forms: 10-K
symbol:GMAN, forms: 10-K
symbol:GRC, forms: 10-K
symbol:GSLO, forms: 10-K
symbol:GOV, forms: 10-K
symbol:GPX, forms: 10-K
symbol:GGG, forms: 10-K
symbol:GTI, forms: 10-K
symbol:GHM, forms: 10-K
symbol:GHC, forms: 10-K
symbol:GWW, forms: 10-K
symbol:GPT, forms: 10-K
symbol:LOPE, forms: 10-K
symbol:SGBHE, forms: 10-K
symbol:GPCM, forms: 10-K
symbol:GNRV, forms: 10-K
symbol:GRRB, forms: 10-K
symbol:GRRP, forms: 10-K
symbol:GCFB, forms: 10-K
symbol:GVA, forms: 10-K
symbol:GFGY, forms: 10-K
symbol:GTE, forms: 10-K
symbol:GPK, forms: 10-K
symbol:GRPH, forms: 10-K
symbol:GFOX, forms: 10-K
symbol:GSON, forms: 10-K
symbol:GYST, forms: 10-K
symbol:GTN, forms: 10-K
symbol:AJX, forms: 10-K
symbol:GBSN, forms: 10-K
symbol:GB, forms: 10-K
symbol:GCIH, forms: 10-K
symbol:GMEC, forms: 10-K
symbol:GLUX, forms: 10-K
symbol:GLDD, forms: 10-K
symbol:GNI, forms: 10-K
symbol:GXP, forms: 10-K
symbol:GPELL, forms: 10-K
symbol:GTPH, forms: 10-K
symbol:GSBC, forms: 10-K
symbol:GWBU, forms: 10-K
symbol:GWB, forms: 10-K
symbol:GACR, forms: 10-K
symbol:GBLL, forms: 10-K
symbol:GNBC, forms: 10-K
symbol:GRBK, forms: 10-K
symbol:GBX, forms: 10-K
symbol:GCLL, forms: 10-K
symbol:GCHK, forms: 10-K
symbol:GDOT, forms: 10-K
symbol:GDWP, forms: 10-K
symbol:GETG, forms: 10-K
symbol:GCBC, forms: 10-K
symbol:GRNE, forms: 10-K
symbol:GRYG, forms: 10-K
symbol:GELV, forms: 10-K
symbol:GRMS, forms: 10-K
symbol:GETH, forms: 10-K
symbol:GRST, forms: 10-K
symbol:GRAS, forms: 10-K
symbol:GGII, forms: 10-K
symbol:GCC, forms: 10-K
symbol:GHL, forms: 10-K
symbol:GRSU, forms: 10-K
symbol:GRH, forms: 10-K
symbol:GRYN, forms: 10-K
symbol:GNIN, forms: 10-K
symbol:GKIT, forms: 10-K
symbol:GLRE, forms: 10-K
symbol:GRNL, forms: 10-K
symbol:GRNO, forms: 10-K
symbol:GNPT, forms: 10-K
symbol:GPRE, forms: 10-K
symbol:GPLB, forms: 10-K
symbol:GNPG, forms: 10-K
symbol:GRPX, forms: 10-K
symbol:GPDB, forms: 10-K
symbol:GRNQ, forms: 10-K
symbol:GERS, forms: 10-K
symbol:GSTY, forms: 10-K
symbol:GRSP, forms: 10-K
symbol:GTSO, forms: 10-K
symbol:GVFF, forms: 10-K
symbol:GRWD, forms: 10-K
symbol:ELRN, forms: 10-K
symbol:GREW, forms: 10-K
symbol:GRBS, forms: 10-K
symbol:GEF, forms: 10-K
symbol:GLGI, forms: 10-K
symbol:GRPR, forms: 10-K
symbol:GRIF, forms: 10-K
symbol:GFF, forms: 10-K
symbol:GRLD, forms: 10-K
symbol:GRLT, forms: 10-K
symbol:GRZG, forms: 10-K
symbol:GNBA, forms: 10-K
symbol:GROG, forms: 10-K
symbol:GROT, forms: 10-K
symbol:GPI, forms: 10-K
symbol:GRPN, forms: 10-K
symbol:GROV, forms: 10-K
symbol:GBLX, forms: 10-K
symbol:GRWC, forms: 10-K
symbol:PHOT, forms: 10-K
symbol:GRUB, forms: 10-K
symbol:GRPI, forms: 10-K
symbol:GYPHQ, forms: 10-K
symbol:GRYO, forms: 10-K
symbol:GSEN, forms: 10-K
symbol:GVP, forms: 10-K
symbol:GSIG, forms: 10-K
symbol:GSIT, forms: 10-K
symbol:GSPO, forms: 10-K
symbol:GSVC, forms: 10-K
symbol:GSVI, forms: 10-K
symbol:GTATQ, forms: 10-K
symbol:GTT, forms: 10-K
symbol:GTXO, forms: 10-K
symbol:GTXI, forms: 10-K
symbol:GPRC, forms: 10-K
symbol:GBNK, forms: 10-K
symbol:GNTY, forms: 10-K
symbol:GFED, forms: 10-K
symbol:GRDH, forms: 10-K
symbol:GGBL, forms: 10-K
symbol:GTWM, forms: 10-K
symbol:GES, forms: 10-K
symbol:GUID, forms: 10-K
symbol:GTHP, forms: 10-K
symbol:GWRE, forms: 10-K
symbol:GNXP, forms: 10-K
symbol:GTMM, forms: 10-K
symbol:GULTU, forms: 10-K
symbol:GIFI, forms: 10-K
symbol:GLF, forms: 10-K
symbol:GLFO, forms: 10-K
symbol:GPOR, forms: 10-K
symbol:GUA, forms: 10-K
symbol:GURE, forms: 10-K
symbol:GSPE, forms: 10-K
symbol:GLFE, forms: 10-K
symbol:GWGH, forms: 10-K
symbol:GYRO, forms: 10-K
symbol:GYTI, forms: 10-K
symbol:HABC, forms: 10-K
symbol:HABT, forms: 10-K
symbol:HCKT, forms: 10-K
symbol:HAE, forms: 10-K
symbol:HAIN, forms: 10-K
symbol:HK, forms: 10-K
symbol:RHI, forms: 10-K
symbol:HNRG, forms: 10-K
symbol:HAL, forms: 10-K
symbol:HALL, forms: 10-K
symbol:HTEE, forms: 10-K
symbol:HALN, forms: 10-K
symbol:HALO, forms: 10-K
symbol:HYH, forms: 10-K
symbol:HABK, forms: 10-K
symbol:HBK, forms: 10-K
symbol:HAMP, forms: 10-K
symbol:HMPR, forms: 10-K
symbol:HKFI, forms: 10-K
symbol:HBHC, forms: 10-K
symbol:HNDI, forms: 10-K
symbol:HNH, forms: 10-K
symbol:HBI, forms: 10-K
symbol:HGR, forms: 10-K
symbol:HJOEE, forms: 10-K
symbol:HANO, forms: 10-K
symbol:HAFC, forms: 10-K
symbol:HASI, forms: 10-K
symbol:THG, forms: 10-K
symbol:HNSN, forms: 10-K
symbol:HRBR, forms: 10-K
symbol:HIDC, forms: 10-K
symbol:HDNG, forms: 10-K
symbol:HOG, forms: 10-K
symbol:HARL, forms: 10-K
symbol:HAR, forms: 10-K
symbol:ASUV, forms: 10-K
symbol:HLIT, forms: 10-K
symbol:HRLSQ, forms: 10-K
symbol:HWFGQ, forms: 10-K
symbol:HRS, forms: 10-K
symbol:TINY, forms: 10-K
symbol:HSC, forms: 10-K
symbol:HHS, forms: 10-K
symbol:HIG, forms: 10-K
symbol:HART, forms: 10-K
symbol:HARI, forms: 10-K
symbol:HCAP, forms: 10-K
symbol:HNR, forms: 10-K
symbol:HRVEQ, forms: 10-K
symbol:HAS, forms: 10-K
symbol:HASC, forms: 10-K
symbol:HGMG, forms: 10-K
symbol:HTS, forms: 10-K
symbol:HAUP, forms: 10-K
symbol:HVAY, forms: 10-K
symbol:HGTW, forms: 10-K
symbol:HVT, forms: 10-K
symbol:HAWEL, forms: 10-K
symbol:HE, forms: 10-K
symbol:HA, forms: 10-K
symbol:HCOM, forms: 10-K
symbol:HWKR, forms: 10-K
symbol:HWKN, forms: 10-K
symbol:HWSY, forms: 10-K
symbol:HWBK, forms: 10-K
symbol:HAYN, forms: 10-K
symbol:HCHC, forms: 10-K
symbol:HCA, forms: 10-K
symbol:HCC, forms: 10-K
symbol:HCI, forms: 10-K
symbol:VICA, forms: 10-K
symbol:HCP, forms: 10-K
symbol:HCFB, forms: 10-K
symbol:HDSI, forms: 10-K
symbol:HDS, forms: 10-K
symbol:HW, forms: 10-K
symbol:HADV, forms: 10-K
symbol:HCCA, forms: 10-K
symbol:HR, forms: 10-K
symbol:HCN, forms: 10-K
symbol:HCSG, forms: 10-K
symbol:HTA, forms: 10-K
symbol:HDVY, forms: 10-K
symbol:HQY, forms: 10-K
symbol:HGAT, forms: 10-K
symbol:HIIQ, forms: 10-K
symbol:HEME, forms: 10-K
symbol:HNT, forms: 10-K
symbol:HRAA, forms: 10-K
symbol:HLS, forms: 10-K
symbol:HSTM, forms: 10-K
